dataset,filename,formula,reduced_formula,num_atoms,num_elements,elements,density_g_cm3,volume_A3,cell_a,cell_b,cell_c,cell_alpha,cell_beta,cell_gamma,is_cubic,is_orthorhombic,metal_fraction,has_metal,organic_fraction,halogen_fraction,void_fraction_estimate,mass_amu,frac_C,frac_H,frac_O,frac_N,frac_Zn,frac_Cu,frac_Fe,frac_Co,frac_Ni,frac_F,frac_Cl,frac_Br
CoRE-COFs_1242-v7.0,1009.cif,H64 C108 N12,H16(C9N)3,184,3,C_H_N,1.027279195870253,2472.74543604506,18.6595,38.3636,3.4543,90.0,90.0,90.0,False,True,0.0,False,1.0,0.0,0.4863604020648735,1529.7441600000002,0.5869565217391305,0.34782608695652173,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,101.cif,B6 H24 C36 O12,BH4(C3O)2,78,4,B_C_H_O,0.7373181142289353,1606.7501084476378,21.4916,21.4916,4.0168,90.0,90.0,120.00000000000001,False,False,0.0,False,0.9230769230769231,0.0,0.6313409428855323,713.43456,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1010.cif,H26 C40 N6,H13C20N3,72,3,C_H_N,1.145786469717377,856.0393604422578,6.5547,14.8273,9.2284,90.0,72.6399,90.0,False,False,0.0,False,1.0,0.0,0.4271067651413115,590.67464,0.5555555555555556,0.3611111111111111,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1011.cif,H34 C48 N4 O4,H17C24(NO)2,90,4,C_H_N_O,0.649217360834276,1869.227846738837,20.6578,20.1838,5.1766,90.0,90.0,120.00000000000001,False,False,0.0,False,0.9999999999999999,0.0,0.675391319582862,730.80796,0.5333333333333333,0.37777777777777777,0.044444444444444446,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1012.cif,H18 C30 N6 O3,H6C10N2O,57,4,C_H_N_O,0.8373079242813762,1012.4221001035556,18.1794,18.1794,3.5373,90.0,90.0,119.99999999999999,False,False,0.0,False,1.0,0.0,0.5813460378593118,510.50232000000005,0.5263157894736842,0.3157894736842105,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1013.cif,H84 C126 N12 O12,H14C21(NO)2,234,4,C_H_N_O,0.48827297411244586,6659.148457044635,38.9855,38.9855,5.0592,90.0,90.0,120.00000000000001,False,False,0.0,False,1.0,0.0,0.7558635129437771,1958.08836,0.5384615384615384,0.358974358974359,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1014.cif,H68 C112 N8 O8,H17C28(NO)2,196,4,C_H_N_O,0.48834384765818006,5623.451872294079,36.3403,31.2994,4.944,90.0,90.0,90.0,False,True,0.0,False,1.0,0.0,0.75582807617091,1653.78712,0.5714285714285714,0.3469387755102041,0.04081632653061224,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1015.cif,H78 C120 N12 O12,H13C20(NO)2,222,4,C_H_N_O,0.6967306898938852,4480.604206752711,37.7966,37.7966,3.6216,90.0,90.0,120.00000000000001,False,False,0.0,False,1.0,0.0,0.6516346550530574,1879.9765200000002,0.5405405405405406,0.35135135135135137,0.05405405405405406,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1016.cif,H84 C136 N8 O8,H21C34(NO)2,236,4,C_H_N_O,0.5116168510398207,6355.575224107501,48.155,34.305,3.8473,90.0,90.0,90.0,False,True,0.0,False,1.0,0.0,0.7441915744800897,1958.17096,0.576271186440678,0.3559322033898305,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1017.cif,H60 C112 N8 O8,H15C28(NO)2,188,4,C_H_N_O,0.3681681800811273,7422.66301732401,34.0215,33.0439,6.6026,90.0,90.0,90.0,False,True,0.0,False,0.9999999999999999,0.0,0.8159159099594364,1645.7236,0.5957446808510638,0.3191489361702128,0.0425531914893617,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1018.cif,H32 C48 N4,H8C12N,84,3,C_H_N,0.6223787442139491,1773.7064723130588,20.4037,20.1937,4.9708,90.0,90.0,120.00000000000001,False,False,0.0,False,1.0,0.0,0.6888106278930255,664.79448,0.5714285714285714,0.38095238095238093,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1019.cif,H18 C30 N6,H3C5N,54,3,C_H_N,0.7847084553157953,978.7152866696082,18.1105,18.1105,3.4456,90.0,90.0,119.99999999999999,False,False,0.0,False,1.0,0.0,0.6076457723421024,462.50412000000006,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,102.cif,B6 H12 C30 O12,BH2C5O2,60,4,B_C_H_O,0.8044949686246146,1298.8718341199915,20.832,20.832,3.456,90.0,90.0,120.00000000000001,False,False,0.0,False,0.8999999999999999,0.0,0.5977525156876927,629.27508,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1020.cif,H84 C126 N12,H14C21N2,222,3,C_H_N,0.45515424677309174,6443.245773532617,38.6435,38.6435,4.9822,90.0,90.0,120.00000000000001,False,False,0.0,False,1.0,0.0,0.7724228766134541,1766.09556,0.5675675675675675,0.3783783783783784,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1021.cif,H78 C120 N12,H13(C10N)2,210,3,C_H_N,0.6290976994909065,4455.528794699453,37.7011,37.7011,3.6196,90.0,90.0,120.00000000000001,False,False,0.0,False,1.0,0.0,0.6854511502545467,1687.9837200000002,0.5714285714285714,0.37142857142857144,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1022.cif,H84 C136 N8,H21(C17N)2,228,3,C_H_N,0.47914301608977716,6342.737450859389,48.1523,34.1294,3.8595,90.0,90.0,90.0,False,True,0.0,False,0.9999999999999999,0.0,0.7604284919551114,1830.1757599999999,0.5964912280701754,0.3684210526315789,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1023.cif,H68 C112 N8,H17(C14N)2,188,3,C_H_N,0.3412772697181005,7423.98430547477,33.9229,32.777,6.6769,90.0,90.0,90.0,False,True,0.0,False,0.9999999999999999,0.0,0.8293613651409497,1525.79192,0.5957446808510638,0.3617021276595745,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1024.cif,H48 C96 N12 O12,H4C8NO,168,4,C_H_N_O,0.5564677901909031,4659.5708054675715,28.731700000000004,28.693699999999996,6.4837,87.3487,92.415,119.20610000000002,False,False,0.0,False,0.9999999999999999,0.0,0.7217661049045485,1561.48152,0.5714285714285714,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1025.cif,H48 C96 N12 O12,H4C8NO,168,4,C_H_N_O,0.55240076437538,4693.876686228838,28.8706,28.863000000000003,6.5003,90.2112,90.3957,119.93239999999999,False,False,0.0,False,0.9999999999999999,0.0,0.7237996178123101,1561.48152,0.5714285714285714,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1026.cif,H160 C260 N16,H40C65N4,436,3,C_H_N,0.24613963949291673,23667.199999999997,34.4,34.4,20.0,90.0,90.0,90.0,False,True,0.0,False,1.0,0.0,0.8769301802535416,3508.1596,0.5963302752293578,0.3669724770642202,0.0,0.03669724770642202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1027.cif,H192 C308 N16,H48C77N4,516,3,C_H_N,0.2230112379655394,30654.592363632008,39.892,39.892,19.263,90.0,90.0,90.0,False,True,0.0,False,1.0,0.0,0.8884943810172303,4116.92728,0.5968992248062015,0.37209302325581395,0.0,0.031007751937984496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1028.cif,H64 C110 S8 N12 O2,H32C55S4N6O,196,5,C_H_N_O_S,0.5779619993741415,5293.055874180278,28.8469,49.49689999999999,4.8573,69.02670000000002,55.809200000000004,85.27109999999999,False,False,0.0,False,0.9591836734693877,0.0,0.7110190003129293,1842.28436,0.5612244897959183,0.32653061224489793,0.01020408163265306,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1029.cif,H128 C220 S16 N24 O4,H32C55S4N6O,392,5,C_H_N_O_S,0.7233861718985829,8457.958624813658,28.8759,48.2208,11.0168,68.2076,38.628,83.61720000000001,False,False,0.0,False,0.9591836734693877,0.0,0.6383069140507085,3684.56872,0.5612244897959183,0.32653061224489793,0.01020408163265306,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,103.cif,H624 C936 N64,H78C117N8,1624,3,C_H_N,0.1759005342068441,120527.0024502748,47.3185,90.9704,28.0119,90.0,88.30850000000001,90.0,False,False,0.0,False,0.9999999999999999,0.0,0.912049732896578,12767.39856,0.5763546798029556,0.3842364532019704,0.0,0.03940886699507389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1030.cif,H126 C216 N12,H21(C18N)2,354,3,C_H_N,0.4490351935445662,10685.016312357857,56.901,56.901,3.8107,90.0,90.0,119.99999999999999,False,False,0.0,False,1.0,0.0,0.7754824032277169,2889.3920399999997,0.6101694915254238,0.3559322033898305,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1031.cif,H30 C66 N12 O6,H5C11N2O,114,4,C_H_N_O,0.4895319995407659,3687.279223906965,35.13,35.13,3.45,90.0,90.0,119.99999999999999,False,False,0.0,False,1.0,0.0,0.7552340002296171,1087.0212,0.5789473684210527,0.2631578947368421,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1032.cif,H60 C78 N6 O6,H10C13NO,150,4,C_H_N_O,0.411083787678386,4755.798564911364,37.5355,37.5355,3.8977,90.0,90.0,120.00000000000001,False,False,0.0,False,1.0,0.0,0.794458106160807,1177.3476,0.52,0.4,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1033.cif,H60 C102 N18,H10C17N3,180,3,C_H_N,0.25175703807013416,10142.28513172197,19.4572,24.9256,25.0803,84.8257,68.1766,111.4616,False,False,0.0,False,0.9999999999999999,0.0,0.8741214809649329,1537.6884,0.5666666666666667,0.3333333333333333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1034.cif,H72 C150 N18 O24,H12C25N3O4,264,4,C_H_N_O,0.5943488438121579,7013.427955112557,42.8767,42.7907,4.5,90.12620000000001,89.8581,121.84580000000001,False,False,0.0,False,1.0,0.0,0.702825578093921,2510.28288,0.5681818181818182,0.2727272727272727,0.09090909090909091,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1035.cif,H84 C136 N8 O8,H21C34(NO)2,236,4,C_H_N_O,0.6915402657583739,4701.9957386555225,33.382400000000004,35.3684,4.0396,90.0,80.35000000000001,90.0,False,False,0.0,False,1.0,0.0,0.6542298671208131,1958.17096,0.576271186440678,0.3559322033898305,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1036.cif,H60 C136 N8 O8,H15C34(NO)2,212,4,C_H_N_O,0.7106944326614731,4518.7493599731715,32.8287,35.3794,3.9215,90.0,82.8,90.0,False,False,0.0,False,1.0,0.0,0.6446527836692635,1933.9804,0.6415094339622641,0.2830188679245283,0.03773584905660377,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1037.cif,H48 C90 N6 O6,H8C15NO,150,4,C_H_N_O,0.5531773545448201,3930.525759572524,35.9083,35.9083,3.5199,90.0,90.0,119.99999999999999,False,False,0.0,False,1.0,0.0,0.72341132272759,1309.3807199999999,0.6,0.32,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1038.cif,Co1 Ni1 H16 C64 N24 F8,CoNiH16C64(N3F)8,114,6,C_Co_F_H_N_Ni,1.412976251431177,1634.2264381291718,21.8507,21.8507,3.4228,90.0,90.0,90.0,False,True,0.017543859649122806,True,0.9122807017543859,0.07017543859649122,0.2935118742844115,1390.5864606,0.5614035087719298,0.14035087719298245,0.0,0.21052631578947367,0.0,0.0,0.0,0.008771929824561403,0.008771929824561403,0.07017543859649122,0.0,0.0
CoRE-COFs_1242-v7.0,1039.cif,Cu1 Ni1 H16 C64 N24 F8,CuNiH16C64(N3F)8,114,6,C_Cu_F_H_N_Ni,1.4175261085710027,1634.3846335167839,21.8508,21.8508,3.4231,90.0,90.0,90.0,False,True,0.017543859649122806,True,0.9122807017543859,0.07017543859649122,0.29123694571449865,1395.1992655999998,0.5614035087719298,0.14035087719298245,0.0,0.21052631578947367,0.0,0.008771929824561403,0.0,0.0,0.008771929824561403,0.07017543859649122,0.0,0.0
CoRE-COFs_1242-v7.0,104.cif,Si32 B48 H480 C428 O96,Si8B12H120C107O24,1084,5,B_C_H_O_Si,0.5220532163686251,27284.76530183565,30.1051,30.1051,30.1051,90.0,90.0,90.0,True,True,0.0,False,0.9261992619926199,0.0,0.7389733918156874,8577.9972,0.3948339483394834,0.44280442804428044,0.08856088560885608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1040.cif,H54 C72 N12,H9(C6N)2,138,3,C_H_N,0.40700822741089665,4435.955016691659,37.41,37.41,3.66,90.0,90.0,120.00000000000001,False,False,0.0,False,1.0,0.0,0.7964958862945517,1087.27956,0.5217391304347826,0.391304347826087,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1041.cif,H54 C72 N12 O6,H9C12N2O,144,4,C_H_N_O,0.4507634337385986,4358.995903011215,37.34,37.34,3.61,90.0,90.0,120.00000000000001,False,False,0.0,False,1.0,0.0,0.7746182831307007,1183.27596,0.5,0.375,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1042.cif,H60 C78 N6,H10C13N,144,3,C_H_N,0.3936170085088178,4561.8605802276925,37.63,37.63,3.72,90.0,90.0,119.99999999999999,False,False,0.0,False,0.9999999999999999,0.0,0.8031914957455911,1081.3512,0.5416666666666666,0.4166666666666667,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1043.cif,H120 C156 N12 O12,H10C13NO,300,4,C_H_N_O,0.5577684331324321,7010.191224052327,36.37,38.7,6.45,67.99,94.42,122.48,False,False,0.0,False,1.0,0.0,0.721115783433784,2354.6952,0.52,0.4,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1044.cif,H56 C84 N4,H14C21N,144,3,C_H_N,0.7399052458541756,2516.6453470600004,27.274,27.155,3.398,90.0,90.0,90.0,False,True,0.0,False,1.0,0.0,0.6300473770729123,1121.37024,0.5833333333333334,0.3888888888888889,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1045.cif,H40 C60 N4,H10C15N,104,3,C_H_N,0.8186635706817488,1657.137174,25.872,18.625,3.439,90.0,90.0,90.0,False,True,0.0,False,0.9999999999999999,0.0,0.5906682146591256,816.9864,0.5769230769230769,0.38461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1046.cif,H192 C192 N24,H8C8N,408,3,C_H_N,1.1476433754613642,4103.066012151806,25.134,9.659,18.882,90.0,116.48,90.0,False,False,0.0,False,1.0,0.0,0.4261783122693179,2835.73968,0.47058823529411764,0.47058823529411764,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1047.cif,Co3 H148 C256 N24,Co3H148(C32N3)8,431,4,C_Co_H_N,0.11155100414567573,55626.80937598663,54.6266,54.6266,21.5251,90.0,90.0,119.99999999999999,False,False,0.0069605568445475635,True,0.9930394431554525,0.0,0.9442244979271621,3736.874705,0.5939675174013921,0.3433874709976798,0.0,0.05568445475638051,0.0,0.0,0.0,0.0069605568445475635,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1048.cif,Ni3 H148 C256 N24,Ni3H148(C32N3)8,431,4,C_H_N_Ni,0.1118397128854445,55472.53043083173,54.5707,54.570699999999995,21.5094,90.0,90.0,120.00000000000001,False,False,0.0069605568445475635,True,0.9930394431554525,0.0,0.9440801435572778,3736.1553200000003,0.5939675174013921,0.3433874709976798,0.0,0.05568445475638051,0.0,0.0,0.0,0.0,0.0069605568445475635,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1049.cif,H24 C66 N6 O24,H4C11NO4,120,4,C_H_N_O,0.9990570190463616,2135.6780151080534,27.445,27.445000000000004,3.274,90.0,90.0,119.99999999999999,False,False,0.0,False,1.0,0.0,0.5004714904768193,1284.92256,0.55,0.2,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,105.cif,H112 C164 N16,H28C41N4,292,3,C_H_N,0.5453043799227192,7024.426657390999,28.127,28.127,8.879,90.0,90.0,90.0,False,True,0.0,False,1.0,0.0,0.7273478100386404,2306.75128,0.5616438356164384,0.3835616438356164,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1050.cif,H36 C78 N6 O24,H6C13NO4,144,4,C_H_N_O,1.128025817584644,2121.4759434064,27.287,27.287,3.29,90.0,90.0,120.00000000000001,False,False,0.0,False,0.9999999999999999,0.0,0.435987091207678,1441.14624,0.5416666666666666,0.25,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1051.cif,H72 C156 N12 O48,H6C13NO4,288,4,C_H_N_O,1.128025817584644,4242.9518868128,27.287,27.287,6.58,90.0,90.0,120.00000000000001,False,False,0.0,False,0.9999999999999999,0.0,0.435987091207678,2882.29248,0.5416666666666666,0.25,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1052.cif,H48 C90 N6 O24,H8C15NO4,168,4,C_H_N_O,1.2691551735061413,2089.9691503836266,27.018,27.018,3.306,90.0,90.0,119.99999999999999,False,False,0.0,False,1.0,0.0,0.36542241324692937,1597.3699199999999,0.5357142857142857,0.2857142857142857,0.14285714285714285,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1053.cif,H30 C42 S6 N12 O6,H5C7SN2O,96,5,C_H_N_O_S,0.5682812015116442,2896.1904778021008,29.7273,29.7273,3.7843,90.0,90.0,119.99999999999999,False,False,0.0,False,0.9375,0.0,0.715859399244178,991.1543999999999,0.4375,0.3125,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1054.cif,H42 C60 S6 N12 O6,H7C10SN2O,126,5,C_H_N_O_S,0.4323664472638688,4683.368843829564,38.0609,38.0609,3.7331,90.0,90.0,120.00000000000001,False,False,0.0,False,0.9523809523809523,0.0,0.7838167763680656,1219.44228,0.47619047619047616,0.3333333333333333,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1055.cif,H104 C170 N8 O8,H52C85(NO)4,290,4,C_H_N_O,0.3347335474055104,11839.858695485258,23.4331,23.4331,21.5619,90.0,90.0,90.0,False,True,0.0,False,1.0,0.0,0.8326332262972448,2386.69356,0.5862068965517241,0.3586206896551724,0.027586206896551724,0.027586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1056.cif,H104 C170 N8 O8,H52C85(NO)4,290,4,C_H_N_O,0.3766695381280044,10521.684130913016,21.5762,21.5762,22.6014,90.0,90.0,90.0,False,True,0.0,False,1.0,0.0,0.8116652309359977,2386.69356,0.5862068965517241,0.3586206896551724,0.027586206896551724,0.027586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1057.cif,H88 C143 N8,H88C143N8,239,3,C_H_N,0.6368705117102403,5001.617825071591,35.254,35.254,4.0648,81.9083,90.0,90.0,False,False,0.0,False,0.9999999999999999,0.0,0.6815647441448798,1918.28242,0.5983263598326359,0.3682008368200837,0.0,0.03347280334728033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1058.cif,H21 C39 S3 N9,H7C13SN3,72,4,C_H_N_S,0.6716842800437559,1759.8104793925277,24.34,24.34,3.43,90.0,90.0,119.99999999999999,False,False,0.0,False,0.9583333333333333,0.0,0.664157859978122,711.83934,0.5416666666666666,0.2916666666666667,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CoRE-COFs_1242-v7.0,1059.cif,H24 C42 S3 N6,H8C14SN2,75,4,C_H_N_S,0.6741627521261002,1746.0396535623786,24.28,24.280000000000005,3.42,90.0,90.0,119.99999999999999,False,False,0.0,False,0.9600000000000001,0.0,0.6629186239369499,708.8751599999999,0.56,0.32,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
